JD,t_days,F_trapz_dered,F_uvoir_bb_dered,log10_L_uvoir_bb_erg_s,T_bb_K,bb_sse,tail_fraction_uvoir,Nband_used,bands_used,source_table,notes,log10_L_err_dex,log10_L_err_stat_dex,log10_L_stat_lo_dex,log10_L_stat_hi_dex,log10_L_bb_stat_dex,log10_L_bb_stat_lo_dex,log10_L_bb_stat_hi_dex,log10_L_err_sys_dex
2449084.7,8,3.935541166370314e-10,7.259448645944868e-10,42.05862784175098,7082.444956855653,8.549697683339284e-29,0.4578732685754711,5,UBVRI,Richmond1994_CDS_table3,,0.10385332429273,0.005223820363213959,0.008161228624925418,0.002286412101502501,0.005303399858128763,0.008161228624925418,0.002286412101502501,0.1037218620516611
2449084.72,8.020000000018626,3.880306162546544e-10,7.153367161449554e-10,42.05223472108447,7115.303200012722,1.228861078605549e-28,0.4575552917990803,5,UBVRI,Richmond1994_CDS_table2,,0.1037872220296269,0.007396089491338503,0.008413704483183234,0.006378474499493771,0.007437631128084522,0.008413704483183234,0.006378474499493771,0.1035233563832973
2449084.8,8.099999999627471,4.294039088589116e-10,7.916086236384887e-10,42.09623472108448,7115.303200012722,1.504883183506692e-28,0.4575552917990804,5,UBVRI,Richmond1994_CDS_table2,,0.1037872220296269,0.007396089491338482,0.008413704483183368,0.006378474499493595,0.007437631128084516,0.008413704483183368,0.006378474499493595,0.1035233563832973
2449085.52,8.819999999832362,4.116031664480495e-10,7.581390566208764e-10,42.0774730749193,6732.303046097371,2.53352192801498e-28,0.4570875054470641,5,UBVRI,Richmond1994_CDS_table7,I,0.1036899837410905,0.008460043126349702,0.01275282021838828,0.004167266034311124,0.008652509929303328,0.01275282021838828,0.004167266034311124,0.1033442809183359
2449085.6,8.899999999906868,4.128359650358592e-10,7.604232339699488e-10,42.07877958222912,6763.682424702063,2.716864495406097e-28,0.4570971182974479,5,UBVRI,Richmond1994_CDS_table7,,0.103691981871089,0.008546387568221989,0.01336499874185937,0.003727776394584614,0.008764688150026612,0.01336499874185937,0.003727776394584614,0.1033391811651708
2449085.7,9,4.398150649055285e-10,8.102653573177355e-10,42.10635147555796,6889.118528981812,2.782828064627371e-28,0.4571962617759301,5,UBVRI,Richmond1994_CDS_table3,,0.1037125900697942,0.008201839290222427,0.01095090891178562,0.005452769668659236,0.008321858782782137,0.01095090891178562,0.005452769668659236,0.1033877708979284
2449085.74,9.040000000037253,4.781486058539352e-10,8.795335888446015e-10,42.14197663394853,6795.061803306754,4.039740552795143e-28,0.4563611760614456,5,UBVRI,Richmond1994_CDS_table2,,0.1035390188830932,0.0108947440588434,0.01518815456391947,0.006601333553767337,0.01114771854240886,0.01518815456391947,0.006601333553767337,0.1029642315717736
2449085.82,9.119999999646097,4.441839827239938e-10,8.170571400805603e-10,42.10997663394853,6795.061803306754,3.486209435606438e-28,0.4563611760614464,5,UBVRI,Richmond1994_CDS_table2,,0.1035390188830934,0.01089474405884338,0.0151881545639195,0.006601333553767262,0.01114771854240884,0.0151881545639195,0.006601333553767262,0.1029642315717738
2449086.48,9.779999999795109,4.634503090969025e-10,8.539072513387243e-10,42.12913490598007,6700.923667492681,3.122043026318466e-28,0.4572591948711968,5,UBVRI,Richmond1994_CDS_table7,,0.1037256716863418,0.008358932494666399,0.01385866472052465,0.002859200268808146,0.008602400180856798,0.01385866472052465,0.002859200268808146,0.1033883127550323
2449087.57,10.8699999996461,5.071649803529454e-10,9.342920304975514e-10,42.16820684873579,6732.303046097371,6.204468124857404e-28,0.4571665348757627,5,UBVRI,Richmond1994_CDS_table7,,0.1037064109265232,0.01105557643628703,0.014634960522317,0.007476192350257067,0.01127063703383151,0.014634960522317,0.007476192350257067,0.1031154396631383
2449087.66,10.95999999996275,5.127995423323241e-10,9.441988296414258e-10,42.17278766217675,6732.303046097371,6.668938463557062e-28,0.456894537216205,5,UBVRI,Richmond1994_CDS_table7,,0.1036498740503667,0.01218990946995609,0.01699564678140598,0.0073841721585062,0.01250901163854741,0.01699564678140598,0.0073841721585062,0.1029305712496106
2449087.7,11,5.323191410710262e-10,9.804242620699791e-10,42.18913825438213,6760.829753919818,5.045053599914736e-28,0.4570522561863823,5,UBVRI,Richmond1994_CDS_table3,CP,0.1036826568491661,0.01066173546983398,0.01337936903205295,0.007944101907615011,0.01082043868159427,0.01337936903205295,0.007944101907615011,0.1031330244299721
